Sensor1,Sensor2,Sensor3,Sensor4,,Actual,Predicted
1.161,0.564,2.835,0.736,,Sharp-Right-Turn,Sharp-Right-Turn
0.818,1.027,0.883,2.461,,Move-Forward,Move-Forward
0.891,0.484,2.581,1.36,,Move-Forward,Move-Forward
3.14,0.773,1.47,0.556,,Sharp-Right-Turn,Sharp-Right-Turn
2.651,0.625,1.599,0.795,,Sharp-Right-Turn,Sharp-Right-Turn
2.55,0.513,1.77,1.135,,Sharp-Right-Turn,Sharp-Right-Turn
0.794,0.587,1.726,1.19,,Move-Forward,Move-Forward
0.826,0.411,2.656,0.768,,Move-Forward,Move-Forward
2.552,0.655,2.041,0.959,,Sharp-Right-Turn,Sharp-Right-Turn
1.465,0.726,1.547,0.788,,Sharp-Right-Turn,Sharp-Right-Turn
0.772,0.777,1.345,3.616,,Move-Forward,Move-Forward
0.865,0.501,2.586,1.377,,Move-Forward,Move-Forward
1.247,0.588,2.134,0.674,,Sharp-Right-Turn,Sharp-Right-Turn
0.781,0.724,1.527,0.75,,Move-Forward,Move-Forward
0.78,0.748,1.578,0.705,,Move-Forward,Move-Forward
1.032,0.776,2.909,1.559,,Sharp-Right-Turn,Sharp-Right-Turn
0.803,0.792,1.36,0.785,,Move-Forward,Move-Forward
0.549,0.774,2.882,1.584,,Move-Forward,Move-Forward
0.863,0.452,2.611,0.509,,Move-Forward,Move-Forward
1.126,0.558,2.189,0.765,,Sharp-Right-Turn,Sharp-Right-Turn
0.818,0.589,1.721,1.195,,Move-Forward,Move-Forward
1.034,0.645,2.15,0.74,,Sharp-Right-Turn,Sharp-Right-Turn
0.765,0.551,2.863,0.588,,Move-Forward,Move-Forward
0.805,0.478,1.419,0.381,,Move-Forward,Move-Forward
1.226,0.521,1.751,0.584,,Sharp-Right-Turn,Sharp-Right-Turn
1.182,0.572,2.837,0.722,,Sharp-Right-Turn,Sharp-Right-Turn
2.434,0.551,1.743,1.264,,Sharp-Right-Turn,Sharp-Right-Turn
1.245,0.589,1.69,1.017,,Sharp-Right-Turn,Sharp-Right-Turn
0.995,0.618,1.645,1.239,,Sharp-Right-Turn,Sharp-Right-Turn
1.241,0.516,1.756,0.583,,Sharp-Right-Turn,Sharp-Right-Turn
1.198,0.574,1.836,1.501,,Sharp-Right-Turn,Sharp-Right-Turn
1.217,0.732,1.278,0.851,,Sharp-Right-Turn,Sharp-Right-Turn
2.132,0.602,1.846,1.575,,Sharp-Right-Turn,Sharp-Right-Turn
0.803,0.488,1.866,1.055,,Move-Forward,Move-Forward
0.831,0.761,1.441,0.769,,Move-Forward,Move-Forward
1.22,0.697,1.288,0.897,,Sharp-Right-Turn,Sharp-Right-Turn
1.338,0.735,1.404,0.773,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.891,2.359,0.959,,Move-Forward,Move-Forward
1.143,0.597,1.56,1.525,,Sharp-Right-Turn,Sharp-Right-Turn
0.914,0.706,1.525,0.758,,Sharp-Right-Turn,Move-Forward
0.881,0.669,1.091,1.094,,Move-Forward,Move-Forward
2.394,0.512,1.781,1.316,,Sharp-Right-Turn,Sharp-Right-Turn
0.766,0.749,1.536,0.738,,Move-Forward,Move-Forward
1.257,0.785,1.893,0.843,,Sharp-Right-Turn,Sharp-Right-Turn
3.237,0.741,1.475,0.467,,Sharp-Right-Turn,Sharp-Right-Turn
1.339,0.516,1.653,1.323,,Sharp-Right-Turn,Sharp-Right-Turn
1.462,0.723,1.39,0.754,,Sharp-Right-Turn,Sharp-Right-Turn
0.859,0.474,1.796,1.336,,Move-Forward,Move-Forward
0.784,0.736,1.571,0.708,,Move-Forward,Move-Forward
0.899,0.916,1.245,2.515,,Move-Forward,Move-Forward
2.549,0.659,2.123,0.963,,Sharp-Right-Turn,Sharp-Right-Turn
1.004,0.631,1.937,1.57,,Sharp-Right-Turn,Sharp-Right-Turn
0.712,0.551,1.041,1.273,,Move-Forward,Move-Forward
0.834,0.47,3.245,1.412,,Move-Forward,Move-Forward
0.811,0.435,1.423,0.394,,Move-Forward,Move-Forward
0.792,0.892,2.777,1.179,,Move-Forward,Move-Forward
0.848,0.513,1.734,1.377,,Move-Forward,Move-Forward
0.857,0.64,3.041,1.298,,Move-Forward,Move-Forward
1.006,0.551,1.063,1.245,,Sharp-Right-Turn,Sharp-Right-Turn
0.904,0.682,1.435,0.661,,Sharp-Right-Turn,Move-Forward
1.457,0.714,1.538,0.785,,Sharp-Right-Turn,Sharp-Right-Turn
1.255,0.645,1.526,0.956,,Sharp-Right-Turn,Sharp-Right-Turn
1.17,0.868,1.391,3.294,,Sharp-Right-Turn,Sharp-Right-Turn
0.889,0.499,3.204,1.357,,Move-Forward,Move-Forward
1.751,0.867,1.253,0.5,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.813,1.296,3.644,,Move-Forward,Move-Forward
1.91,0.519,1.893,0.938,,Sharp-Right-Turn,Sharp-Right-Turn
1.378,0.584,1.98,0.571,,Sharp-Right-Turn,Sharp-Right-Turn
0.852,0.531,1.412,0.428,,Move-Forward,Move-Forward
0.805,0.477,1.422,0.38,,Move-Forward,Move-Forward
1.518,0.504,1.798,1.261,,Sharp-Right-Turn,Sharp-Right-Turn
1.088,0.694,2.98,1.218,,Sharp-Right-Turn,Sharp-Right-Turn
0.907,0.495,3.195,1.294,,Sharp-Right-Turn,Move-Forward
0.76,0.775,1.377,0.537,,Move-Forward,Move-Forward
0.811,0.817,1.297,2.619,,Move-Forward,Move-Forward
0.818,0.89,1.224,3.675,,Move-Forward,Move-Forward
2.826,0.608,1.665,0.882,,Sharp-Right-Turn,Sharp-Right-Turn
1.527,0.75,1.595,0.727,,Sharp-Right-Turn,Sharp-Right-Turn
3.287,0.833,1.409,0.409,,Sharp-Right-Turn,Sharp-Right-Turn
2.719,0.58,1.71,0.99,,Sharp-Right-Turn,Sharp-Right-Turn
0.832,0.765,2.802,1.56,,Move-Forward,Move-Forward
1.048,0.577,1.114,1.2,,Sharp-Right-Turn,Sharp-Right-Turn
3.256,0.78,1.479,0.451,,Sharp-Right-Turn,Sharp-Right-Turn
1.776,0.537,1.934,1.65,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.744,1.506,0.844,,Move-Forward,Move-Forward
0.778,0.356,2.655,0.842,,Move-Forward,Move-Forward
3.099,0.722,1.535,0.613,,Sharp-Right-Turn,Sharp-Right-Turn
0.801,0.625,0.854,1.288,,Move-Forward,Move-Forward
0.928,0.768,2.859,1.563,,Sharp-Right-Turn,Move-Forward
1.066,0.58,1.132,1.181,,Sharp-Right-Turn,Sharp-Right-Turn
0.575,0.511,1.849,1.031,,Move-Forward,Move-Forward
1.319,0.638,1.877,0.723,,Sharp-Right-Turn,Sharp-Right-Turn
1.446,0.709,2.959,0.803,,Sharp-Right-Turn,Sharp-Right-Turn
1.352,0.623,1.506,0.817,,Sharp-Right-Turn,Sharp-Right-Turn
0.863,0.499,1.732,1.35,,Move-Forward,Move-Forward
0.885,0.613,1.508,0.838,,Move-Forward,Move-Forward
1.341,0.738,1.401,0.774,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.887,2.359,0.955,,Move-Forward,Move-Forward
0.658,0.529,0.982,1.328,,Move-Forward,Move-Forward
0.8,0.592,2.867,0.593,,Move-Forward,Move-Forward
1.229,0.766,1.821,0.891,,Sharp-Right-Turn,Sharp-Right-Turn
0.795,0.624,1.343,0.472,,Move-Forward,Move-Forward
1.93,0.522,1.892,0.923,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.747,2.805,0.875,,Move-Forward,Move-Forward
0.898,0.563,1.737,5,,Move-Forward,Move-Forward
0.823,0.844,1.28,2.604,,Move-Forward,Move-Forward
2.014,0.557,2.154,0.858,,Sharp-Right-Turn,Sharp-Right-Turn
2.034,0.561,2.148,0.843,,Sharp-Right-Turn,Sharp-Right-Turn
2.833,0.627,1.642,0.878,,Sharp-Right-Turn,Sharp-Right-Turn
1.97,0.571,2.839,0.728,,Sharp-Right-Turn,Sharp-Right-Turn
1.567,0.672,2.084,0.928,,Sharp-Right-Turn,Sharp-Right-Turn
2.024,0.541,2.124,0.849,,Sharp-Right-Turn,Sharp-Right-Turn
1.098,0.686,1.163,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.869,0.491,0.937,1.37,,Move-Forward,Move-Forward
0.818,0.928,1.177,2.629,,Move-Forward,Move-Forward
0.897,0.606,1.693,1.225,,Move-Forward,Move-Forward
1.037,0.586,2.629,0.994,,Sharp-Right-Turn,Sharp-Right-Turn
1.314,0.632,1.484,0.874,,Sharp-Right-Turn,Sharp-Right-Turn
0.899,0.638,1.773,1.07,,Move-Forward,Move-Forward
1.247,0.633,1.537,0.965,,Sharp-Right-Turn,Sharp-Right-Turn
1.135,0.612,3.084,1.119,,Sharp-Right-Turn,Sharp-Right-Turn
0.81,0.529,1.701,1.298,,Move-Forward,Move-Forward
1.898,0.501,1.893,0.926,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.944,1.168,5,,Move-Forward,Move-Forward
0.787,0.659,2.749,0.696,,Move-Forward,Move-Forward
0.775,0.744,2.145,4.313,,Move-Forward,Move-Forward
0.822,4.409,0.888,2.533,,Move-Forward,Move-Forward
0.825,0.408,1.444,0.438,,Move-Forward,Move-Forward
0.843,0.411,1.489,0.451,,Move-Forward,Move-Forward
2.474,0.551,1.729,1.213,,Sharp-Right-Turn,Sharp-Right-Turn
2.609,0.575,1.75,1.1,,Sharp-Right-Turn,Sharp-Right-Turn
0.857,0.465,1.921,1.088,,Move-Forward,Move-Forward
0.815,0.885,1.254,2.607,,Move-Forward,Move-Forward
1.985,0.606,1.77,1.343,,Sharp-Right-Turn,Sharp-Right-Turn
0.795,0.825,1.336,0.55,,Move-Forward,Move-Forward
0.893,0.66,1.575,1.223,,Move-Forward,Move-Forward
0.878,0.914,1.988,1.575,,Move-Forward,Move-Forward
2.652,0.687,2.715,0.941,,Sharp-Right-Turn,Sharp-Right-Turn
1.122,0.64,3.06,1.089,,Sharp-Right-Turn,Sharp-Right-Turn
1.92,0.538,1.862,0.931,,Sharp-Right-Turn,Sharp-Right-Turn
0.914,0.669,2.088,0.735,,Sharp-Right-Turn,Move-Forward
1.413,0.727,1.61,2.089,,Sharp-Right-Turn,Sharp-Right-Turn
2.192,0.502,1.832,1.512,,Sharp-Right-Turn,Sharp-Right-Turn
0.856,0.703,1.413,0.606,,Move-Forward,Move-Forward
1.398,0.517,1.778,0.861,,Sharp-Right-Turn,Sharp-Right-Turn
1.275,0.603,1.571,0.912,,Sharp-Right-Turn,Sharp-Right-Turn
1.377,0.505,1.785,0.861,,Sharp-Right-Turn,Sharp-Right-Turn
0.824,0.395,1.604,0.438,,Move-Forward,Move-Forward
1.138,0.564,1.719,0.603,,Sharp-Right-Turn,Sharp-Right-Turn
1.392,0.664,3.363,0.819,,Sharp-Right-Turn,Sharp-Right-Turn
2.618,0.68,2.098,0.98,,Sharp-Right-Turn,Sharp-Right-Turn
0.829,0.445,1.466,0.47,,Move-Forward,Move-Forward
0.507,0.451,3.251,1.384,,Move-Forward,Move-Forward
1.076,0.747,1.794,0.937,,Sharp-Right-Turn,Sharp-Right-Turn
0.841,0.414,2.671,0.461,,Move-Forward,Move-Forward
0.826,0.51,1.761,1.255,,Move-Forward,Move-Forward
0.855,0.483,1.43,1.405,,Move-Forward,Move-Forward
3.174,0.754,1.502,0.537,,Sharp-Right-Turn,Sharp-Right-Turn
1.17,0.541,2.727,0.859,,Sharp-Right-Turn,Sharp-Right-Turn
1.005,0.637,2.109,1.658,,Sharp-Right-Turn,Sharp-Right-Turn
1.322,0.614,1.545,0.85,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.89,1.223,3.675,,Move-Forward,Move-Forward
1.083,0.844,1.34,2.413,,Sharp-Right-Turn,Sharp-Right-Turn
1.026,0.726,2.947,1.7,,Sharp-Right-Turn,Sharp-Right-Turn
1.415,0.696,2.88,0.837,,Sharp-Right-Turn,Sharp-Right-Turn
1.367,0.527,1.766,0.89,,Sharp-Right-Turn,Sharp-Right-Turn
1.476,0.533,2.767,1.007,,Sharp-Right-Turn,Sharp-Right-Turn
1.061,0.785,1.394,3.366,,Sharp-Right-Turn,Sharp-Right-Turn
2.332,0.501,1.797,1.374,,Sharp-Right-Turn,Sharp-Right-Turn
1.245,0.507,1.78,0.598,,Sharp-Right-Turn,Sharp-Right-Turn
0.864,0.502,2.586,1.377,,Move-Forward,Move-Forward
1.056,0.69,2.298,1.157,,Sharp-Right-Turn,Sharp-Right-Turn
1.014,0.61,1.654,0.675,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.408,1.443,0.428,,Move-Forward,Move-Forward
1.389,0.497,1.595,1.265,,Sharp-Right-Turn,Sharp-Right-Turn
1.344,0.614,2.798,0.594,,Sharp-Right-Turn,Sharp-Right-Turn
0.886,0.634,1.486,0.87,,Move-Forward,Move-Forward
1.257,0.582,1.777,0.649,,Sharp-Right-Turn,Sharp-Right-Turn
0.794,0.833,2.925,0.508,,Move-Forward,Move-Forward
0.783,0.766,1.502,0.79,,Move-Forward,Move-Forward
2.801,0.621,1.654,0.888,,Sharp-Right-Turn,Sharp-Right-Turn
1.35,0.624,2.795,0.601,,Sharp-Right-Turn,Sharp-Right-Turn
0.926,0.789,1.389,0.716,,Sharp-Right-Turn,Move-Forward
0.848,0.469,3.217,1.338,,Move-Forward,Move-Forward
0.904,0.521,2.582,1.354,,Sharp-Right-Turn,Move-Forward
0.771,0.768,1.928,0.737,,Move-Forward,Move-Forward
0.777,0.805,1.306,3.646,,Move-Forward,Move-Forward
0.835,0.762,1.461,0.786,,Move-Forward,Move-Forward
0.886,0.525,0.953,1.353,,Move-Forward,Move-Forward
1.522,0.739,1.574,0.72,,Sharp-Right-Turn,Sharp-Right-Turn
0.852,0.483,1.755,1.36,,Move-Forward,Move-Forward
0.787,0.854,1.303,0.647,,Move-Forward,Move-Forward
3.286,0.835,1.41,0.41,,Sharp-Right-Turn,Sharp-Right-Turn
0.785,0.759,1.504,0.825,,Move-Forward,Move-Forward
1.473,0.721,1.397,0.739,,Sharp-Right-Turn,Sharp-Right-Turn
0.766,0.884,1.316,0.836,,Move-Forward,Move-Forward
1.011,0.733,2.932,1.419,,Sharp-Right-Turn,Sharp-Right-Turn
1.04,0.748,2.928,1.765,,Sharp-Right-Turn,Sharp-Right-Turn
1.321,0.497,1.608,1.273,,Sharp-Right-Turn,Sharp-Right-Turn
0.763,0.561,1.05,1.266,,Move-Forward,Move-Forward
1.458,0.665,1.45,0.717,,Sharp-Right-Turn,Sharp-Right-Turn
0.885,0.484,3.205,1.316,,Move-Forward,Move-Forward
1.295,0.625,1.501,0.893,,Sharp-Right-Turn,Sharp-Right-Turn
1.183,0.581,1.577,1.482,,Sharp-Right-Turn,Sharp-Right-Turn
0.987,0.516,1.745,1.202,,Sharp-Right-Turn,Sharp-Right-Turn
0.773,0.748,1.515,0.773,,Move-Forward,Move-Forward
0.968,0.777,2.39,1.624,,Sharp-Right-Turn,Move-Forward
1.544,0.743,1.615,0.705,,Sharp-Right-Turn,Sharp-Right-Turn
2.044,0.545,2.773,0.832,,Sharp-Right-Turn,Sharp-Right-Turn
0.819,1.011,1.195,2.66,,Move-Forward,Move-Forward
1.148,0.702,2.195,1.621,,Sharp-Right-Turn,Sharp-Right-Turn
0.821,0.827,1.287,5,,Move-Forward,Move-Forward
0.858,0.49,1.443,1.362,,Move-Forward,Move-Forward
3.291,0.851,1.4,0.42,,Sharp-Right-Turn,Sharp-Right-Turn
0.773,0.552,2.866,0.605,,Move-Forward,Move-Forward
0.704,0.549,1.005,1.281,,Move-Forward,Move-Forward
0.807,0.58,1.651,1.306,,Move-Forward,Move-Forward
0.821,3.672,1.26,2.575,,Move-Forward,Move-Forward
1.264,0.54,1.759,0.976,,Sharp-Right-Turn,Sharp-Right-Turn
0.775,0.853,1.581,0.699,,Move-Forward,Move-Forward
1.056,0.757,2.929,0.819,,Sharp-Right-Turn,Sharp-Right-Turn
3.333,0.818,1.448,0.375,,Sharp-Right-Turn,Sharp-Right-Turn
0.897,0.557,1.741,5,,Move-Forward,Move-Forward
1.206,0.784,1.269,0.899,,Sharp-Right-Turn,Sharp-Right-Turn
0.926,0.865,2.662,0.887,,Sharp-Right-Turn,Move-Forward
0.985,0.639,1.919,1.587,,Sharp-Right-Turn,Sharp-Right-Turn
0.859,0.674,1.589,0.747,,Move-Forward,Move-Forward
0.838,0.451,2.642,1.411,,Move-Forward,Move-Forward
1.696,0.774,1.34,0.506,,Sharp-Right-Turn,Sharp-Right-Turn
1.282,0.622,1.542,0.903,,Sharp-Right-Turn,Sharp-Right-Turn
1.411,0.671,1.473,0.801,,Sharp-Right-Turn,Sharp-Right-Turn
0.947,0.659,2.109,1.723,,Sharp-Right-Turn,Move-Forward
1.349,0.503,1.787,0.884,,Sharp-Right-Turn,Sharp-Right-Turn
0.776,0.767,1.37,0.774,,Move-Forward,Move-Forward
0.881,0.673,1.586,1.354,,Move-Forward,Move-Forward
0.655,0.52,0.966,1.345,,Move-Forward,Move-Forward
0.826,0.831,1.283,2.615,,Move-Forward,Move-Forward
1.715,0.796,1.33,0.497,,Sharp-Right-Turn,Sharp-Right-Turn
1.394,0.645,1.48,0.794,,Sharp-Right-Turn,Sharp-Right-Turn
2.634,0.687,2.085,0.962,,Sharp-Right-Turn,Sharp-Right-Turn
1.572,0.74,1.626,0.642,,Sharp-Right-Turn,Sharp-Right-Turn
0.572,0.507,1.852,1.044,,Move-Forward,Move-Forward
0.876,0.448,1.415,0.465,,Move-Forward,Move-Forward
1.182,0.579,1.59,1.003,,Sharp-Right-Turn,Sharp-Right-Turn
0.817,0.813,1.321,3.62,,Move-Forward,Move-Forward
0.808,0.572,1.669,5,,Move-Forward,Move-Forward
0.778,0.608,1.613,1.336,,Move-Forward,Move-Forward
1.075,0.545,2.778,0.808,,Sharp-Right-Turn,Sharp-Right-Turn
0.839,0.465,1.396,0.489,,Move-Forward,Move-Forward
0.79,0.766,2.789,5,,Move-Forward,Move-Forward
0.894,0.755,1.398,0.766,,Move-Forward,Move-Forward
1.085,0.68,3.004,1.688,,Sharp-Right-Turn,Sharp-Right-Turn
0.888,0.457,1.416,0.782,,Move-Forward,Move-Forward
0.808,0.581,1.651,5,,Move-Forward,Move-Forward
0.94,0.694,1.551,0.661,,Sharp-Right-Turn,Move-Forward
1.289,0.505,1.636,1.3,,Sharp-Right-Turn,Sharp-Right-Turn
1.066,0.767,2.913,5,,Sharp-Right-Turn,Sharp-Right-Turn
1.411,0.731,1.595,2.104,,Sharp-Right-Turn,Sharp-Right-Turn
1.335,0.639,1.475,0.858,,Sharp-Right-Turn,Sharp-Right-Turn
0.77,0.821,1.307,3.671,,Move-Forward,Move-Forward
1.331,0.62,2.055,0.614,,Sharp-Right-Turn,Sharp-Right-Turn
2.916,0.723,1.553,0.788,,Sharp-Right-Turn,Sharp-Right-Turn
0.929,0.732,1.523,0.712,,Sharp-Right-Turn,Move-Forward
0.792,0.486,2.919,0.542,,Move-Forward,Move-Forward
0.887,0.794,1.328,0.638,,Move-Forward,Move-Forward
0.854,0.496,2.561,1.361,,Move-Forward,Move-Forward
0.777,0.733,1.55,0.717,,Move-Forward,Move-Forward
1.689,0.789,2.619,1.034,,Sharp-Right-Turn,Sharp-Right-Turn
0.813,0.602,1.015,1.165,,Move-Forward,Move-Forward
1.353,0.526,1.579,0.903,,Sharp-Right-Turn,Sharp-Right-Turn
0.776,0.572,1.374,0.529,,Move-Forward,Move-Forward
0.753,0.457,2.323,0.442,,Move-Forward,Move-Forward
1.074,0.539,1.644,1.116,,Sharp-Right-Turn,Sharp-Right-Turn
1.564,0.776,1.637,0.693,,Sharp-Right-Turn,Sharp-Right-Turn
3.281,0.761,1.45,0.418,,Sharp-Right-Turn,Sharp-Right-Turn
1.446,0.7,2.987,1.158,,Sharp-Right-Turn,Sharp-Right-Turn
1.014,0.731,2.933,1.704,,Sharp-Right-Turn,Sharp-Right-Turn
0.735,0.467,2.315,0.457,,Move-Forward,Move-Forward
0.812,0.481,1.702,0.473,,Move-Forward,Move-Forward
0.775,0.355,2.163,0.847,,Move-Forward,Move-Forward
0.808,0.535,1.694,1.296,,Move-Forward,Move-Forward
0.801,0.503,1.336,0.474,,Move-Forward,Move-Forward
1.001,0.761,1.486,0.595,,Sharp-Right-Turn,Sharp-Right-Turn
0.782,0.572,1.67,1.21,,Move-Forward,Move-Forward
0.995,0.768,2.417,1.578,,Sharp-Right-Turn,Sharp-Right-Turn
0.712,0.524,3.171,1.244,,Move-Forward,Move-Forward
0.839,0.482,0.883,1.413,,Move-Forward,Move-Forward
1.164,0.575,1.592,1.023,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.767,1.828,0.791,,Move-Forward,Move-Forward
0.667,0.539,0.982,1.338,,Move-Forward,Move-Forward
0.801,0.792,3,0.755,,Move-Forward,Move-Forward
1.225,0.516,1.771,0.598,,Sharp-Right-Turn,Sharp-Right-Turn
1.907,0.556,1.853,1.535,,Sharp-Right-Turn,Sharp-Right-Turn
0.853,0.485,1.757,1.36,,Move-Forward,Move-Forward
0.766,0.486,3.2,1.309,,Move-Forward,Move-Forward
0.816,0.548,1.322,0.524,,Move-Forward,Move-Forward
0.826,0.547,2.017,5,,Move-Forward,Move-Forward
0.825,0.921,2.249,1.635,,Move-Forward,Move-Forward
1.515,0.735,1.579,0.727,,Sharp-Right-Turn,Sharp-Right-Turn
0.909,0.74,2.664,0.879,,Sharp-Right-Turn,Move-Forward
1.264,0.715,1.879,0.861,,Sharp-Right-Turn,Sharp-Right-Turn
0.582,0.523,3.172,1.358,,Move-Forward,Move-Forward
0.897,0.58,1.717,1.214,,Move-Forward,Move-Forward
2.199,0.504,1.948,1.489,,Sharp-Right-Turn,Sharp-Right-Turn
0.983,0.78,2.378,1.602,,Sharp-Right-Turn,Sharp-Right-Turn
1.14,0.556,1.622,1.043,,Sharp-Right-Turn,Sharp-Right-Turn
0.926,0.651,2.091,1.643,,Sharp-Right-Turn,Move-Forward
0.952,0.775,2.387,1.642,,Sharp-Right-Turn,Move-Forward
1.637,0.664,1.845,2.004,,Sharp-Right-Turn,Sharp-Right-Turn
2.002,0.616,2.255,1.327,,Sharp-Right-Turn,Sharp-Right-Turn
0.891,0.491,2.59,1.356,,Move-Forward,Move-Forward
1.84,0.522,1.856,0.994,,Sharp-Right-Turn,Sharp-Right-Turn
1.078,0.568,3.123,1.12,,Sharp-Right-Turn,Sharp-Right-Turn
0.899,0.74,2.669,0.905,,Move-Forward,Move-Forward
0.753,0.993,1.472,0.55,,Move-Forward,Move-Forward
1.137,0.868,1.908,0.937,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.999,1.45,0.408,,Move-Forward,Move-Forward
1.433,0.833,1.493,2.097,,Sharp-Right-Turn,Sharp-Right-Turn
0.805,0.479,1.437,0.379,,Move-Forward,Move-Forward
0.822,4.409,0.888,2.557,,Move-Forward,Move-Forward
0.897,0.57,1.734,1.213,,Move-Forward,Move-Forward
0.775,0.567,1.072,1.247,,Move-Forward,Move-Forward
1.105,0.553,2.797,0.802,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.789,1.319,2.603,,Move-Forward,Move-Forward
1.456,0.682,2.243,1.125,,Sharp-Right-Turn,Sharp-Right-Turn
2.964,0.649,1.575,0.732,,Sharp-Right-Turn,Sharp-Right-Turn
1.637,0.632,1.362,0.562,,Sharp-Right-Turn,Sharp-Right-Turn
2.752,0.589,1.694,0.957,,Sharp-Right-Turn,Sharp-Right-Turn
2.826,0.667,1.592,0.864,,Sharp-Right-Turn,Sharp-Right-Turn
0.809,0.431,1.43,0.408,,Move-Forward,Move-Forward
0.813,0.826,1.81,0.849,,Move-Forward,Move-Forward
0.91,0.495,3.194,1.295,,Sharp-Right-Turn,Move-Forward
0.897,0.56,1.739,5,,Move-Forward,Move-Forward
0.936,0.646,1.616,0.743,,Sharp-Right-Turn,Move-Forward
1.089,0.826,1.361,3.387,,Sharp-Right-Turn,Sharp-Right-Turn
1.188,0.535,2.741,0.621,,Sharp-Right-Turn,Sharp-Right-Turn
1.151,0.601,1.682,0.669,,Sharp-Right-Turn,Sharp-Right-Turn
2.648,0.689,2.725,0.957,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.842,1.28,2.659,,Move-Forward,Move-Forward
0.785,0.372,2.137,0.894,,Move-Forward,Move-Forward
1.627,0.811,1.311,0.614,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.85,1.453,0.426,,Move-Forward,Move-Forward
0.881,0.708,1.403,0.673,,Move-Forward,Move-Forward
0.757,0.652,3.019,0.747,,Move-Forward,Move-Forward
0.835,0.425,1.475,0.796,,Move-Forward,Move-Forward
1.528,0.751,1.584,0.726,,Sharp-Right-Turn,Sharp-Right-Turn
1.06,0.603,1.93,1.561,,Sharp-Right-Turn,Sharp-Right-Turn
1.177,0.661,3.034,1.033,,Sharp-Right-Turn,Sharp-Right-Turn
0.847,0.753,1.423,0.733,,Move-Forward,Move-Forward
0.777,0.371,2.644,0.862,,Move-Forward,Move-Forward
0.919,0.747,2.241,0.868,,Sharp-Right-Turn,Move-Forward
1.026,0.778,2.376,1.565,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.889,1.224,3.672,,Move-Forward,Move-Forward
0.866,0.478,3.208,1.336,,Move-Forward,Move-Forward
0.866,0.489,1.788,1.337,,Move-Forward,Move-Forward
0.825,0.426,2.642,1.41,,Move-Forward,Move-Forward
2.512,0.564,1.715,1.176,,Sharp-Right-Turn,Sharp-Right-Turn
1.006,0.662,1.613,0.719,,Sharp-Right-Turn,Sharp-Right-Turn
2.898,0.714,1.561,0.806,,Sharp-Right-Turn,Sharp-Right-Turn
0.851,0.472,1.938,1.107,,Move-Forward,Move-Forward
0.851,0.471,1.939,1.104,,Move-Forward,Move-Forward
0.844,0.488,3.199,1.362,,Move-Forward,Move-Forward
0.824,0.978,1.137,2.379,,Move-Forward,Move-Forward
0.802,0.49,2.464,4.764,,Move-Forward,Move-Forward
1.113,0.571,1.705,0.644,,Sharp-Right-Turn,Sharp-Right-Turn
0.895,0.579,1.717,1.215,,Move-Forward,Move-Forward
0.786,0.587,1.63,1.332,,Move-Forward,Move-Forward
0.684,0.542,1.022,1.292,,Move-Forward,Move-Forward
0.818,1.009,1.196,3.683,,Move-Forward,Move-Forward
1.868,0.495,1.928,0.95,,Sharp-Right-Turn,Sharp-Right-Turn
1.001,0.599,2.599,1.031,,Sharp-Right-Turn,Sharp-Right-Turn
0.795,0.783,2.025,1.946,,Move-Forward,Move-Forward
0.767,0.878,1.327,4.846,,Move-Forward,Move-Forward
1.317,0.9,1.603,2.097,,Sharp-Right-Turn,Sharp-Right-Turn
0.663,0.75,2.942,1.699,,Move-Forward,Move-Forward
0.807,0.837,1.269,0.873,,Move-Forward,Move-Forward
1.011,0.663,1.604,0.738,,Sharp-Right-Turn,Sharp-Right-Turn
0.892,0.473,2.59,1.365,,Move-Forward,Move-Forward
0.797,0.806,1.484,0.762,,Move-Forward,Move-Forward
0.848,0.464,1.925,1.339,,Move-Forward,Move-Forward
0.834,0.423,1.469,0.795,,Move-Forward,Move-Forward
0.891,0.533,2.619,1.084,,Move-Forward,Move-Forward
1.063,0.727,1.126,1.045,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.707,2.479,0.571,,Move-Forward,Move-Forward
1.071,0.713,1.438,1.049,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.489,3.207,1.395,,Move-Forward,Move-Forward
0.886,0.526,2.885,0.571,,Move-Forward,Move-Forward
0.813,0.97,1.244,2.672,,Move-Forward,Move-Forward
0.768,0.798,1.329,0.808,,Move-Forward,Move-Forward
