Sensor1,Sensor2,Sensor3,Sensor4,,Actual,Predicted
0.853,0.835,1.28,2.582,,Sharp-Right-Turn,Sharp-Right-Turn
0.834,0.837,1.278,2.605,,Sharp-Right-Turn,Sharp-Right-Turn
0.814,0.84,1.275,2.625,,Sharp-Right-Turn,Sharp-Right-Turn
0.796,0.843,1.273,2.643,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.845,1.271,2.671,,Sharp-Right-Turn,Sharp-Right-Turn
0.775,0.844,1.277,2.661,,Sharp-Right-Turn,Sharp-Right-Turn
0.778,0.843,1.279,2.662,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.842,1.28,2.659,,Sharp-Right-Turn,Sharp-Right-Turn
0.782,0.841,1.28,2.658,,Sharp-Right-Turn,Sharp-Right-Turn
0.783,0.841,1.28,2.658,,Sharp-Right-Turn,Sharp-Right-Turn
0.782,0.844,1.281,2.656,,Sharp-Right-Turn,Sharp-Right-Turn
0.782,0.844,1.282,2.659,,Sharp-Right-Turn,Sharp-Right-Turn
0.782,0.842,1.282,2.657,,Sharp-Right-Turn,Sharp-Right-Turn
0.783,0.845,1.283,2.66,,Sharp-Right-Turn,Sharp-Right-Turn
0.786,0.841,1.284,2.664,,Sharp-Right-Turn,Sharp-Right-Turn
0.783,0.84,1.284,2.668,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.838,1.285,2.655,,Sharp-Right-Turn,Sharp-Right-Turn
0.787,0.834,1.282,2.666,,Sharp-Right-Turn,Sharp-Right-Turn
0.786,0.833,1.283,2.667,,Sharp-Right-Turn,Sharp-Right-Turn
0.786,0.831,1.284,2.705,,Sharp-Right-Turn,Sharp-Right-Turn
0.782,0.829,1.285,3.668,,Sharp-Right-Turn,Sharp-Right-Turn
0.781,0.828,1.287,3.668,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.826,1.288,3.667,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.825,1.29,3.667,,Sharp-Right-Turn,Sharp-Right-Turn
0.779,0.823,1.293,3.667,,Sharp-Right-Turn,Sharp-Right-Turn
0.779,0.822,1.295,3.667,,Sharp-Right-Turn,Sharp-Right-Turn
0.781,0.83,1.301,3.676,,Sharp-Right-Turn,Sharp-Right-Turn
0.781,0.905,1.304,3.678,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.834,1.303,3.72,,Sharp-Right-Turn,Sharp-Right-Turn
0.778,0.825,1.304,3.667,,Sharp-Right-Turn,Sharp-Right-Turn
0.772,0.831,1.306,3.705,,Sharp-Right-Turn,Sharp-Right-Turn
0.77,0.821,1.307,3.671,,Sharp-Right-Turn,Sharp-Right-Turn
0.769,0.82,1.309,3.678,,Sharp-Right-Turn,Sharp-Right-Turn
0.768,0.854,1.311,3.672,,Sharp-Right-Turn,Sharp-Right-Turn
0.767,0.89,1.314,3.717,,Sharp-Right-Turn,Sharp-Right-Turn
0.766,0.884,1.316,0.836,,Sharp-Right-Turn,Sharp-Right-Turn
0.766,0.826,1.322,0.823,,Sharp-Right-Turn,Sharp-Right-Turn
0.769,0.822,1.351,0.813,,Sharp-Right-Turn,Sharp-Right-Turn
0.768,0.798,1.329,0.808,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.794,1.338,0.805,,Sharp-Right-Turn,Sharp-Right-Turn
0.796,0.791,1.335,0.803,,Sharp-Right-Turn,Sharp-Right-Turn
0.767,0.787,1.334,0.807,,Sharp-Right-Turn,Sharp-Right-Turn
0.766,0.784,1.337,0.81,,Sharp-Right-Turn,Sharp-Right-Turn
0.766,0.78,1.342,0.795,,Sharp-Right-Turn,Sharp-Right-Turn
0.768,0.773,1.345,0.793,,Sharp-Right-Turn,Sharp-Right-Turn
0.771,0.77,1.351,0.792,,Sharp-Right-Turn,Sharp-Right-Turn
0.784,0.767,1.828,0.791,,Sharp-Right-Turn,Sharp-Right-Turn
0.843,0.763,1.383,0.786,,Sharp-Right-Turn,Sharp-Right-Turn
0.885,0.755,1.386,0.785,,Sharp-Right-Turn,Sharp-Right-Turn
0.887,0.752,1.39,0.784,,Sharp-Right-Turn,Sharp-Right-Turn
0.885,0.749,1.367,0.783,,Sharp-Right-Turn,Sharp-Right-Turn
1.333,0.748,1.394,0.783,,Move-Forward,Move-Forward
1.338,0.742,1.401,0.787,,Move-Forward,Move-Forward
1.339,0.735,1.919,0.787,,Move-Forward,Move-Forward
1.335,0.733,1.92,0.787,,Move-Forward,Move-Forward
1.333,0.732,1.919,0.789,,Move-Forward,Move-Forward
1.331,0.732,1.918,0.79,,Move-Forward,Move-Forward
1.329,0.732,1.916,0.793,,Move-Forward,Move-Forward
1.323,0.732,1.913,0.799,,Move-Forward,Move-Forward
1.315,0.731,1.909,0.807,,Move-Forward,Move-Forward
1.304,0.731,1.903,0.818,,Move-Forward,Move-Forward
1.295,0.724,1.896,0.83,,Move-Forward,Move-Forward
1.28,0.719,1.888,0.845,,Move-Forward,Move-Forward
1.264,0.715,1.879,0.861,,Move-Forward,Move-Forward
1.247,0.71,1.87,0.877,,Move-Forward,Move-Forward
1.23,0.709,1.861,0.895,,Move-Forward,Move-Forward
1.211,0.7,1.663,0.912,,Move-Forward,Move-Forward
1.048,0.694,1.841,0.931,,Move-Forward,Move-Forward
1.025,0.689,1.569,0.95,,Move-Forward,Move-Forward
1.005,0.684,1.821,0.969,,Move-Forward,Move-Forward
0.988,0.678,1.811,0.988,,Move-Forward,Move-Forward
0.971,0.673,1.798,1.008,,Move-Forward,Move-Forward
0.955,0.667,1.788,1.028,,Move-Forward,Move-Forward
0.938,0.662,1.778,1.048,,Move-Forward,Sharp-Right-Turn
0.922,0.656,1.766,1.068,,Move-Forward,Sharp-Right-Turn
0.905,0.65,1.759,1.089,,Move-Forward,Sharp-Right-Turn
0.886,0.638,1.741,1.131,,Sharp-Right-Turn,Sharp-Right-Turn
0.954,0.627,1.718,1.166,,Move-Forward,Move-Forward
0.935,0.618,1.717,1.188,,Move-Forward,Move-Forward
0.915,0.612,1.71,1.204,,Move-Forward,Move-Forward
0.897,0.606,1.693,1.225,,Sharp-Right-Turn,Sharp-Right-Turn
0.88,0.601,1.686,1.238,,Sharp-Right-Turn,Sharp-Right-Turn
0.864,0.597,1.683,1.254,,Sharp-Right-Turn,Sharp-Right-Turn
0.849,0.593,1.68,1.269,,Sharp-Right-Turn,Sharp-Right-Turn
0.835,0.589,1.678,1.283,,Sharp-Right-Turn,Sharp-Right-Turn
0.824,0.585,1.675,1.293,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.583,1.676,1.295,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.578,1.677,1.292,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.578,1.675,1.29,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.582,1.675,1.291,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.578,1.678,1.291,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.578,1.678,1.287,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.577,1.679,1.287,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.576,1.68,1.29,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.572,1.681,1.287,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.572,0.893,1.286,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.572,1.682,1.286,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.571,0.894,1.289,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.57,0.895,1.289,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.569,1.689,1.289,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.568,0.898,1.286,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.566,0.901,1.29,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.564,1.581,1.291,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.564,1.585,1.295,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.562,1.587,1.309,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.561,1.693,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.566,1.694,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.565,1.695,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.565,1.695,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.565,1.695,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.56,1.695,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.559,1.696,1.164,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.554,1.701,1.163,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.553,1.702,1.162,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.552,1.701,1.158,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.55,1.702,1.157,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.549,1.706,1.156,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.547,1.711,1.156,,Sharp-Right-Turn,Sharp-Right-Turn
0.828,0.546,1.712,1.155,,Sharp-Right-Turn,Sharp-Right-Turn
0.827,0.545,1.724,1.161,,Sharp-Right-Turn,Sharp-Right-Turn
0.826,0.547,2.017,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.825,0.55,2.408,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.547,1.363,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.545,2.443,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.821,0.538,2.438,1.167,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.532,2.44,4.763,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.53,2.445,1.162,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.529,2.45,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.82,0.528,2.45,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.527,2.468,0.595,,Sharp-Right-Turn,Sharp-Right-Turn
0.821,0.527,2.645,0.597,,Sharp-Right-Turn,Sharp-Right-Turn
0.824,0.526,2.616,0.589,,Sharp-Right-Turn,Sharp-Right-Turn
0.824,0.526,2.613,0.587,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.525,2.618,0.58,,Sharp-Right-Turn,Sharp-Right-Turn
0.822,0.524,2.887,0.575,,Sharp-Right-Turn,Sharp-Right-Turn
0.818,0.527,2.889,0.572,,Sharp-Right-Turn,Sharp-Right-Turn
0.817,0.527,2.969,0.572,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.542,2.896,0.572,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.707,2.479,0.571,,Sharp-Right-Turn,Sharp-Right-Turn
0.814,0.524,2.471,0.577,,Sharp-Right-Turn,Sharp-Right-Turn
0.813,0.52,2.48,0.574,,Sharp-Right-Turn,Sharp-Right-Turn
0.813,0.523,2.894,0.554,,Sharp-Right-Turn,Sharp-Right-Turn
0.812,0.527,2.899,0.628,,Sharp-Right-Turn,Sharp-Right-Turn
0.812,0.572,2.901,0.57,,Sharp-Right-Turn,Sharp-Right-Turn
0.811,0.867,2.903,0.579,,Sharp-Right-Turn,Sharp-Right-Turn
0.813,0.842,1.328,0.537,,Sharp-Right-Turn,Sharp-Right-Turn
0.879,0.838,1.321,0.528,,Sharp-Right-Turn,Sharp-Right-Turn
0.816,0.548,1.322,0.524,,Sharp-Right-Turn,Sharp-Right-Turn
0.812,0.667,1.323,0.518,,Sharp-Right-Turn,Sharp-Right-Turn
0.811,0.665,1.33,0.519,,Sharp-Right-Turn,Sharp-Right-Turn
0.814,0.666,1.334,0.519,,Sharp-Right-Turn,Sharp-Right-Turn
0.817,0.546,1.346,0.52,,Sharp-Right-Turn,Sharp-Right-Turn
1.554,0.538,1.327,0.511,,Move-Forward,Move-Forward
0.837,0.805,1.328,0.509,,Sharp-Right-Turn,Sharp-Right-Turn
0.903,0.549,1.326,0.498,,Move-Forward,Move-Forward
1.58,0.799,1.327,0.493,,Move-Forward,Move-Forward
1.719,0.795,1.328,0.493,,Move-Forward,Move-Forward
1.721,0.793,1.329,0.494,,Move-Forward,Move-Forward
1.717,0.793,1.329,0.492,,Move-Forward,Move-Forward
1.717,0.796,1.329,0.496,,Move-Forward,Move-Forward
1.716,0.793,1.329,0.496,,Move-Forward,Move-Forward
1.715,0.796,1.33,0.497,,Move-Forward,Move-Forward
1.569,0.791,1.331,0.497,,Move-Forward,Move-Forward
1.566,0.792,1.333,0.502,,Move-Forward,Move-Forward
1.696,0.788,1.337,0.511,,Move-Forward,Move-Forward
1.685,0.78,1.343,0.521,,Move-Forward,Move-Forward
1.669,0.775,1.349,0.533,,Move-Forward,Move-Forward
0.902,0.616,1.355,0.547,,Move-Forward,Sharp-Right-Turn
1.637,0.632,1.362,0.562,,Move-Forward,Move-Forward
1.62,0.753,1.37,0.577,,Move-Forward,Move-Forward
1.596,0.745,1.378,0.594,,Move-Forward,Move-Forward
1.569,0.737,1.385,0.611,,Move-Forward,Move-Forward
1.553,0.729,1.393,0.629,,Move-Forward,Move-Forward
1.552,0.721,1.401,0.647,,Move-Forward,Move-Forward
1.533,0.712,1.409,0.665,,Move-Forward,Move-Forward
0.835,0.704,1.414,0.683,,Sharp-Right-Turn,Sharp-Right-Turn
0.806,0.697,1.425,0.701,,Sharp-Right-Turn,Sharp-Right-Turn
0.791,0.688,1.432,0.719,,Sharp-Right-Turn,Sharp-Right-Turn
0.78,0.68,1.437,0.737,,Sharp-Right-Turn,Sharp-Right-Turn
0.858,0.672,1.445,0.754,,Sharp-Right-Turn,Sharp-Right-Turn
1.416,0.664,1.455,0.771,,Move-Forward,Move-Forward
1.407,0.657,1.462,0.787,,Move-Forward,Move-Forward
1.403,0.652,1.467,0.794,,Move-Forward,Move-Forward
1.401,0.65,1.467,0.792,,Move-Forward,Move-Forward
0.854,0.651,1.467,0.79,,Sharp-Right-Turn,Sharp-Right-Turn
0.857,0.651,1.466,0.791,,Sharp-Right-Turn,Sharp-Right-Turn
1.404,0.652,1.466,0.793,,Move-Forward,Move-Forward
0.854,0.65,1.467,0.794,,Sharp-Right-Turn,Sharp-Right-Turn
0.851,0.65,1.467,0.794,,Sharp-Right-Turn,Sharp-Right-Turn
0.855,0.649,1.467,0.794,,Sharp-Right-Turn,Sharp-Right-Turn
0.851,0.649,1.468,0.794,,Sharp-Right-Turn,Sharp-Right-Turn
0.847,0.649,1.468,0.794,,Sharp-Right-Turn,Sharp-Right-Turn
0.847,0.651,1.469,0.794,,Sharp-Right-Turn,Sharp-Right-Turn
0.853,0.651,1.473,0.793,,Sharp-Right-Turn,Sharp-Right-Turn
1.395,0.649,1.474,0.794,,Move-Forward,Move-Forward
1.394,0.656,1.473,0.794,,Move-Forward,Move-Forward
1.394,0.645,1.48,0.794,,Move-Forward,Move-Forward
1.392,0.643,1.476,0.795,,Move-Forward,Move-Forward
1.391,0.643,1.477,0.797,,Move-Forward,Move-Forward
1.389,0.643,1.48,0.799,,Move-Forward,Move-Forward
1.387,0.642,1.477,0.801,,Move-Forward,Move-Forward
1.382,0.641,1.482,0.806,,Move-Forward,Move-Forward
0.858,0.635,1.491,0.813,,Sharp-Right-Turn,Sharp-Right-Turn
1.364,0.631,1.487,0.824,,Move-Forward,Move-Forward
1.348,0.627,1.495,0.836,,Move-Forward,Move-Forward
1.334,0.622,1.509,0.853,,Move-Forward,Move-Forward
1.316,0.617,1.528,0.864,,Move-Forward,Move-Forward
0.907,0.612,1.553,0.879,,Move-Forward,Sharp-Right-Turn
1.291,0.607,1.544,0.895,,Move-Forward,Move-Forward
1.275,0.603,1.571,0.912,,Move-Forward,Move-Forward
1.262,0.599,1.576,0.929,,Move-Forward,Move-Forward
1.242,0.594,1.578,0.946,,Move-Forward,Move-Forward
1.226,0.59,1.577,0.963,,Move-Forward,Move-Forward
1.209,0.585,1.588,0.981,,Move-Forward,Move-Forward
1.191,0.58,1.591,0.999,,Move-Forward,Move-Forward
1.171,0.576,1.597,1.017,,Move-Forward,Move-Forward
1.153,0.572,1.602,1.036,,Move-Forward,Move-Forward
1.136,0.567,1.609,1.055,,Move-Forward,Move-Forward
1.118,0.562,1.616,1.077,,Move-Forward,Move-Forward
1.1,0.557,1.604,1.097,,Move-Forward,Move-Forward
1.084,0.552,1.63,1.116,,Move-Forward,Move-Forward
1.066,0.547,1.642,1.133,,Move-Forward,Move-Forward
1.047,0.542,1.65,1.156,,Move-Forward,Move-Forward
0.842,0.537,1.665,1.176,,Sharp-Right-Turn,Sharp-Right-Turn
0.815,0.531,1.767,1.195,,Sharp-Right-Turn,Sharp-Right-Turn
0.992,0.526,1.816,1.215,,Move-Forward,Move-Forward
0.977,0.521,3.182,1.236,,Move-Forward,Move-Forward
0.958,0.516,1.856,1.256,,Move-Forward,Move-Forward
0.746,0.512,1.868,1.271,,Sharp-Right-Turn,Sharp-Right-Turn
0.729,0.508,1.773,1.289,,Sharp-Right-Turn,Sharp-Right-Turn
0.91,0.504,3.201,1.306,,Move-Forward,Move-Forward
0.895,0.5,3.205,1.323,,Sharp-Right-Turn,Sharp-Right-Turn
0.888,0.497,3.209,1.339,,Sharp-Right-Turn,Sharp-Right-Turn
0.868,0.493,3.213,1.352,,Sharp-Right-Turn,Sharp-Right-Turn
0.858,0.489,3.216,1.362,,Sharp-Right-Turn,Sharp-Right-Turn
0.852,0.487,3.217,1.364,,Sharp-Right-Turn,Sharp-Right-Turn
0.853,0.487,3.217,1.362,,Sharp-Right-Turn,Sharp-Right-Turn
0.854,0.487,1.759,1.361,,Sharp-Right-Turn,Sharp-Right-Turn
0.854,0.487,1.762,1.361,,Sharp-Right-Turn,Sharp-Right-Turn
0.854,0.486,1.759,1.36,,Sharp-Right-Turn,Sharp-Right-Turn
0.853,0.486,1.766,1.361,,Sharp-Right-Turn,Sharp-Right-Turn
0.853,0.485,1.757,1.36,,Sharp-Right-Turn,Sharp-Right-Turn
0.852,0.484,1.755,1.36,,Sharp-Right-Turn,Sharp-Right-Turn
0.852,0.483,1.755,1.36,,Sharp-Right-Turn,Sharp-Right-Turn
0.851,0.482,1.757,1.36,,Sharp-Right-Turn,Sharp-Right-Turn
0.847,0.481,1.765,1.132,,Sharp-Right-Turn,Sharp-Right-Turn
0.846,0.48,1.767,1.36,,Sharp-Right-Turn,Sharp-Right-Turn
0.846,0.479,3.23,1.367,,Sharp-Right-Turn,Sharp-Right-Turn
0.849,0.476,1.941,1.362,,Sharp-Right-Turn,Sharp-Right-Turn
0.848,0.474,1.941,1.361,,Sharp-Right-Turn,Sharp-Right-Turn
0.848,0.473,1.938,1.114,,Sharp-Right-Turn,Sharp-Right-Turn
0.848,0.473,1.938,1.111,,Sharp-Right-Turn,Sharp-Right-Turn
0.851,0.472,1.938,1.107,,Sharp-Right-Turn,Sharp-Right-Turn
0.851,0.471,1.939,1.104,,Sharp-Right-Turn,Sharp-Right-Turn
0.851,0.471,1.785,1.103,,Sharp-Right-Turn,Sharp-Right-Turn
1.482,0.469,1.773,1.386,,Slight-Right-Turn,Slight-Right-Turn
1.482,0.468,1.774,1.102,,Slight-Right-Turn,Slight-Right-Turn
1.132,0.466,1.772,1.094,,Slight-Right-Turn,Slight-Right-Turn
1.54,0.465,1.774,1.094,,Slight-Right-Turn,Slight-Right-Turn
1.132,0.464,1.775,1.095,,Slight-Right-Turn,Slight-Right-Turn
1.117,0.463,1.776,1.085,,Slight-Right-Turn,Slight-Right-Turn
1.12,0.464,1.776,1.061,,Slight-Right-Turn,Slight-Right-Turn
1.132,0.464,1.776,0.569,,Slight-Right-Turn,Move-Forward
1.125,0.464,1.776,0.57,,Slight-Right-Turn,Move-Forward
1.12,0.465,1.776,0.57,,Slight-Right-Turn,Move-Forward
1.114,0.465,1.777,0.569,,Slight-Right-Turn,Move-Forward
1.109,0.466,1.775,0.569,,Slight-Right-Turn,Move-Forward
1.103,0.466,1.777,1.086,,Slight-Right-Turn,Slight-Right-Turn
1.104,0.468,1.778,1.027,,Slight-Right-Turn,Slight-Right-Turn
1.504,0.469,1.779,1.034,,Slight-Right-Turn,Slight-Right-Turn
1.496,0.47,1.781,1.041,,Slight-Right-Turn,Slight-Right-Turn
1.485,0.472,1.783,0.566,,Slight-Right-Turn,Slight-Right-Turn
1.476,0.473,1.784,0.567,,Slight-Right-Turn,Slight-Right-Turn
1.468,0.475,1.789,0.564,,Slight-Right-Turn,Slight-Right-Turn
1.46,0.476,1.79,0.568,,Slight-Right-Turn,Slight-Right-Turn
1.451,0.478,1.795,0.569,,Slight-Right-Turn,Slight-Right-Turn
1.443,0.479,1.554,0.98,,Slight-Right-Turn,Slight-Right-Turn
1.435,0.481,1.556,0.988,,Slight-Right-Turn,Slight-Right-Turn
1.427,0.483,1.558,0.568,,Slight-Right-Turn,Slight-Right-Turn
1.419,0.485,1.567,1.009,,Slight-Right-Turn,Slight-Right-Turn
1.412,0.487,1.573,0.574,,Slight-Right-Turn,Slight-Right-Turn
1.404,0.489,1.581,0.576,,Slight-Right-Turn,Move-Forward
1.399,0.492,1.59,1.007,,Slight-Right-Turn,Move-Forward
1.391,0.495,1.599,1.016,,Move-Forward,Move-Forward
1.321,0.497,1.608,1.273,,Move-Forward,Move-Forward
1.306,0.499,1.617,1.282,,Move-Forward,Move-Forward
1.298,0.502,1.623,1.051,,Move-Forward,Move-Forward
1.289,0.505,1.636,1.3,,Move-Forward,Move-Forward
1.279,0.509,1.652,1.07,,Move-Forward,Move-Forward
1.271,0.513,1.661,0.889,,Move-Forward,Move-Forward
1.329,0.517,1.672,0.9,,Move-Forward,Move-Forward
1.318,0.522,1.687,0.911,,Move-Forward,Move-Forward
1.307,0.526,1.704,0.928,,Move-Forward,Move-Forward
1.294,0.531,1.72,0.938,,Move-Forward,Move-Forward
1.282,0.538,1.738,0.958,,Move-Forward,Move-Forward
1.268,0.545,1.758,0.979,,Move-Forward,Move-Forward
1.25,0.552,1.78,0.996,,Move-Forward,Move-Forward
1.232,0.56,1.794,1.024,,Move-Forward,Move-Forward
1.214,0.567,1.815,1.485,,Move-Forward,Move-Forward
1.198,0.574,1.836,1.501,,Move-Forward,Move-Forward
1.178,0.581,1.846,1.525,,Move-Forward,Move-Forward
1.127,0.587,1.883,0.929,,Move-Forward,Move-Forward
1.105,0.594,1.89,0.947,,Move-Forward,Move-Forward
1.082,0.6,1.896,0.969,,Move-Forward,Move-Forward
1.062,0.607,1.933,0.99,,Move-Forward,Move-Forward
1.043,0.615,1.93,1.006,,Move-Forward,Move-Forward
1.024,0.623,1.933,1.611,,Move-Forward,Move-Forward
1.004,0.631,1.937,1.57,,Move-Forward,Move-Forward
0.985,0.639,1.919,1.587,,Move-Forward,Move-Forward
0.966,0.647,2.086,1.577,,Move-Forward,Move-Forward
0.947,0.655,2.085,1.631,,Move-Forward,Move-Forward
0.929,0.662,2.088,1.617,,Move-Forward,Move-Forward
0.914,0.669,2.088,0.735,,Move-Forward,Move-Forward
0.897,0.676,2.091,1.57,,Sharp-Right-Turn,Move-Forward
0.885,0.684,2.167,1.556,,Sharp-Right-Turn,Move-Forward
1.124,0.681,3.021,1.613,,Move-Forward,Move-Forward
1.116,0.683,2.233,1.633,,Move-Forward,Move-Forward
1.497,0.686,2.233,1.653,,Move-Forward,Move-Forward
1.479,0.689,2.24,1.674,,Move-Forward,Move-Forward
1.462,0.694,2.288,1.709,,Move-Forward,Move-Forward
1.446,0.7,2.987,1.158,,Move-Forward,Move-Forward
1.431,0.705,2.981,0.813,,Move-Forward,Move-Forward
1.058,0.711,2.976,1.182,,Move-Forward,Move-Forward
1.047,0.716,2.971,1.209,,Move-Forward,Move-Forward
1.039,0.721,2.965,0.812,,Move-Forward,Move-Forward
1.031,0.727,2.96,1.755,,Move-Forward,Move-Forward
1.023,0.733,2.955,1.767,,Move-Forward,Move-Forward
0.684,0.74,2.949,1.673,,Sharp-Right-Turn,Sharp-Right-Turn
0.663,0.75,2.942,1.699,,Sharp-Right-Turn,Sharp-Right-Turn
0.648,0.757,2.935,1.714,,Sharp-Right-Turn,Sharp-Right-Turn
0.632,0.765,2.928,1.579,,Sharp-Right-Turn,Sharp-Right-Turn
0.617,0.772,2.921,1.597,,Sharp-Right-Turn,Sharp-Right-Turn
0.604,0.776,2.918,2.127,,Sharp-Right-Turn,Sharp-Right-Turn
0.592,0.779,2.372,5,,Sharp-Right-Turn,Sharp-Right-Turn
0.591,0.775,2.372,1.182,,Sharp-Right-Turn,Sharp-Right-Turn
1.04,0.774,2.913,1.554,,Move-Forward,Move-Forward
1.041,0.772,2.915,1.091,,Move-Forward,Move-Forward
1.042,0.772,2.915,1.458,,Move-Forward,Move-Forward
1.041,0.772,2.915,1.091,,Move-Forward,Move-Forward
1.039,0.773,2.914,1.461,,Move-Forward,Move-Forward
1.037,0.774,2.378,1.463,,Move-Forward,Move-Forward
1.036,0.774,2.911,1.551,,Move-Forward,Move-Forward
1.034,0.775,2.375,1.556,,Move-Forward,Move-Forward
1.033,0.776,2.378,1.554,,Move-Forward,Move-Forward
1.032,0.776,2.909,1.559,,Move-Forward,Move-Forward
1.03,0.777,2.909,1.557,,Move-Forward,Move-Forward
1.029,0.777,2.909,1.562,,Move-Forward,Move-Forward
1.027,0.778,2.908,1.564,,Move-Forward,Move-Forward
1.026,0.778,2.376,1.565,,Move-Forward,Move-Forward
1.025,0.778,2.907,1.567,,Move-Forward,Move-Forward
1.02,0.779,2.906,1.568,,Move-Forward,Move-Forward
1.02,0.78,2.38,1.572,,Move-Forward,Move-Forward
1.015,0.779,2.902,1.578,,Move-Forward,Move-Forward
1.007,0.778,2.897,1.59,,Move-Forward,Move-Forward
0.997,0.78,2.892,1.602,,Move-Forward,Move-Forward
0.983,0.779,2.885,1.155,,Move-Forward,Move-Forward
0.974,0.782,2.878,1.739,,Move-Forward,Move-Forward
0.96,0.808,2.87,1.792,,Move-Forward,Move-Forward
0.945,0.782,2.861,1.795,,Move-Forward,Move-Forward
0.93,0.785,2.852,1.471,,Move-Forward,Move-Forward
0.914,0.782,2.842,1.483,,Move-Forward,Sharp-Right-Turn
0.895,0.782,2.832,1.552,,Sharp-Right-Turn,Sharp-Right-Turn
0.875,0.779,2.822,1.571,,Sharp-Right-Turn,Sharp-Right-Turn
0.859,0.78,2.811,1.572,,Sharp-Right-Turn,Sharp-Right-Turn
0.842,0.782,2.801,1.564,,Sharp-Right-Turn,Sharp-Right-Turn
0.823,0.784,2.791,1.635,,Sharp-Right-Turn,Sharp-Right-Turn
0.808,0.786,2.782,1.273,,Sharp-Right-Turn,Sharp-Right-Turn
0.795,0.787,2.775,1.283,,Sharp-Right-Turn,Sharp-Right-Turn
0.789,0.787,2.773,1.192,,Sharp-Right-Turn,Sharp-Right-Turn
0.79,0.789,2.775,1.19,,Sharp-Right-Turn,Sharp-Right-Turn
0.791,0.791,2.776,1.188,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.794,2.777,1.62,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.892,2.777,1.179,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.888,2.358,0.963,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.891,2.359,0.959,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.887,2.356,0.935,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.887,2.359,0.955,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.887,2.332,0.952,,Sharp-Right-Turn,Sharp-Right-Turn
0.792,0.886,2.363,0.926,,Sharp-Right-Turn,Sharp-Right-Turn
0.791,0.885,2.361,0.925,,Sharp-Right-Turn,Sharp-Right-Turn
